source,utt,tok_utt,season,episode,sr_number
Mr. Treeger,: Yeah.,"[:, Yeah, .]",4,4,260
Joey,Unless you wanna practice the Foxtrot again? Or-or the Tango?,"[Unless, you, wanna, practice, the, Foxtrot, again, ?, Or, -, or, the, Tango, ?]",4,4,261
Mr. Treeger,": Ahh, thanks but no. You see I-I think I'm ready to dance with girls.","[:, Ahh, ,, thanks, but, no, ., You, see, I, -, I, think, I, 'm, ready, to, dance, with, girls, .]",4,4,262
Joey,Okay.,"[Okay, .]",4,4,263
Mr. Treeger,: Yeah.,"[:, Yeah, .]",4,4,264
Joey,Go get 'em Treeger.,"[Go, get, 'em, Treeger, .]",4,4,265
Mr. Treeger,": Right.  Hey, ahh, you wanna come? Marge has a girlfriend.","[:, Right, .,  , Hey, ,, ahh, ,, you, wanna, come, ?, Marge, has, a, girlfriend, .]",4,4,266
Joey,Really?,"[Really, ?]",4,4,267
Mr. Treeger,": Yeah, you could dance real good with her, she's the same size as me.","[:, Yeah, ,, you, could, dance, real, good, with, her, ,, she, 's, the, same, size, as, me, .]",4,4,268
Joey,"No, I'm good.","[No, ,, I, 'm, good, .]",4,4,269
Ross,"Oh God, this is so nerve wracking! How-how do you do this?","[Oh, God, ,, this, is, so, nerve, wracking, !, How, -, how, do, you, do, this, ?]",5,18,270
Joey,"Well, unfortunately, I don't get many callbacks so","[Well, ,, unfortunately, ,, I, do, n't, get, many, callbacks, so]",5,18,271
Carol,Is it a good sign that they asked us to hang around after the audition?,"[Is, it, a, good, sign, that, they, asked, us, to, hang, around, after, the, audition, ?]",5,18,272
Joey,Who knows?,"[Who, knows, ?]",5,18,273
The Casting Director,"Okay uh, we have narrowed it down to Raymond, Ben, Kyle, and Joey. The rest of you, thank you very much.","[Okay, uh, ,, we, have, narrowed, it, down, to, Raymond, ,, Ben, ,, Kyle, ,, and, Joey, ., The, rest, of, you, ,, thank, you, very, much, .]",5,18,274
Ross,Yes!! I knew it!!  Bye-bye! So long! Later!,"[Yes, !, !, I, knew, it, !, !,  , Bye, -, bye, !, So, long, !, Later, !]",5,18,275
Joey,Oh this is great! I might actually get to play Ben's dad!,"[Oh, this, is, great, !, I, might, actually, get, to, play, Ben, 's, dad, !]",5,18,276
Ross,Yeah!,"[Yeah, !]",5,18,277
The Casting Director,"Actually, that can't happen.","[Actually, ,, that, ca, n't, happen, .]",5,18,278
The Casting Director,"Yeah because you all have such different looks, we're putting you with Raymond and Kyle with Ben.","[Yeah, because, you, all, have, such, different, looks, ,, we, 're, putting, you, with, Raymond, and, Kyle, with, Ben, .]",5,18,279
The Casting Director,So it'll be either you two  or you two.,"[So, it, 'll, be, either, you, two,  , or, you, two, .]",5,18,280
Joey,"Man, this is gonna be kinda weird.","[Man, ,, this, is, gon, na, be, kinda, weird, .]",5,18,281
Ross,"Yeah, it is.","[Yeah, ,, it, is, .]",5,18,282
Ross,"No, we-we're gonna be like best friends, that's why it's gonna be weird.","[No, ,, we, -, we're, gon, na, be, like, best, friends, ,, that, 's, why, it, 's, gon, na, be, weird, .]",5,18,283
Monica,"Okay, come on, I can't get married until I get something old, something new, something borrowed, and something blue.","[Okay, ,, come, on, ,, I, ca, n't, get, married, until, I, get, something, old, ,, something, new, ,, something, borrowed, ,, and, something, blue, .]",5,24,284
Chandler,"Okay, all right, all right, all right! Okay!  Okay, here's something, here's something blue and new.","[Okay, ,, all, right, ,, all, right, ,, all, right, !, Okay, !,  , Okay, ,, here, 's, something, ,, here, 's, something, blue, and, new, .]",5,24,285
Ross,Please!,"[Please, !]",4,15,286
Ross,Are you kidding?,"[Are, you, kidding, ?]",4,15,287
Ross,"I-I hurt three huge men, I gave a guy a bloody nose-I mean I-I'm not proud of it but, I really am.","[I, -, I, hurt, three, huge, men, ,, I, gave, a, guy, a, bloody, nose, -, I, mean, I, -, I'm, not, proud, of, it, but, ,, I, really, am, .]",4,15,288
Ross,"And it's all because of you, wonderful, amazing you.","[And, it, 's, all, because, of, you, ,, wonderful, ,, amazing, you, .]",4,15,289
Emily,I think you've got concussion.,"[I, think, you, 've, got, concussion, .]",4,15,290
Ross,"No, no, I'm serious. Thank you.","[No, ,, no, ,, I, 'm, serious, ., Thank, you, .]",4,15,291
Emily,You're welcome.  I'm sorry. Did I hurt you?,"[You, 're, welcome, .,  , I, 'm, sorry, ., Did, I, hurt, you, ?]",4,15,292
Ross,"It's worth the pain.  Y'know what, you know what? It's not.","[It, 's, worth, the, pain, .,  , Y'know, what, ,, you, know, what, ?, It, 's, not, .]",4,15,293
Monica,Wow! That Mike thing was interesting! I don't know what's gonna happen with Phoebe and David.,"[Wow, !, That, Mike, thing, was, interesting, !, I, do, n't, know, what, 's, gon, na, happen, with, Phoebe, and, David, .]",9,23,294
Chandler,"I do! Want a hint? huh? ""I do""  ""I do"".","[I, do, !, Want, a, hint, ?, huh, ?, "", I, do, "",  , "", I, do, "", .]",9,23,295
Monica,"Ok, I'm sensing that this is some kind of word play, because you are pink with barely controlled glee.","[Ok, ,, I, 'm, sensing, that, this, is, some, kind, of, word, play, ,, because, you, are, pink, with, barely, controlled, glee, .]",9,23,296
Chandler,David is going to propose to Phoebe.,"[David, is, going, to, propose, to, Phoebe, .]",9,23,297
Monica,What?  Why?,"[What, ?,  , Why, ?]",9,23,298
Monica,"Chandler, we have talked about this.","[Chandler, ,, we, have, talked, about, this, .]",9,23,300
Monica,You are not supposed to give people advice!,"[You, are, not, supposed, to, give, people, advice, !]",9,23,301
Monica,Now couldn't you just have made some sort of inappropriate joke?,"[Now, could, n't, you, just, have, made, some, sort, of, inappropriate, joke, ?]",9,23,302
Chandler,I,[I],9,23,303
Monica,They've only been going out for a few weeks and Phoebe is completely hung up on Mike!,"[They, 've, only, been, going, out, for, a, few, weeks, and, Phoebe, is, completely, hung, up, on, Mike, !]",9,23,304
Monica,"She'll say ""No"", David's heart will be broken, it will be too hard for them to recover from and then Phoebe will end up alone","[She, 'll, say, "", No, "", ,, David, 's, heart, will, be, broken, ,, it, will, be, too, hard, for, them, to, recover, from, and, then, Phoebe, will, end, up, alone]",9,23,305
Chandler,"Man, that's some","[Man, ,, that, 's, some]",9,23,306
Ross,"Oh, that's not what you want...","[Oh, ,, that, 's, not, what, you, want, ...]",9,23,307
Elizabeth,"This is my father, Paul Stevens. Dad, this is Ross Geller.","[This, is, my, father, ,, Paul, Stevens, ., Dad, ,, this, is, Ross, Geller, .]",6,21,308
Ross,It-it's great to meet you Paul.,"[It, -, it, 's, great, to, meet, you, Paul, .]",6,21,309
Paul,I usually prefer Elizabeth's boyfriends to address me as Mr. Stevens.,"[I, usually, prefer, Elizabeth, 's, boyfriends, to, address, me, as, Mr., Stevens, .]",6,21,310
Ross,"Of course, of course, Mr. Stevens.","[Of, course, ,, of, course, ,, Mr., Stevens, .]",6,21,311
Paul,"So Ross, what your problem?","[So, Ross, ,, what, your, problem, ?]",6,21,312
Ross,Eh-wh-Excuse me?,"[Eh, -, wh, -, Excuse, me, ?]",6,21,313
Paul,Why can't you get a girlfriend your own age?,"[Why, ca, n't, you, get, a, girlfriend, your, own, age, ?]",6,21,314
Ross,That's funny. Umm....  It's not funny.,"[That, 's, funny, ., Umm, ....,  , It, 's, not, funny, .]",6,21,315
Paul,I,[I],6,21,316
Ross,Okay.,"[Okay, .]",6,21,317
Ross,"I can, I can see that.","[I, can, ,, I, can, see, that, .]",6,21,318
Ross,"Umm, but I think if you give me umm, one chance I can, I can change your mind.","[Umm, ,, but, I, think, if, you, give, me, umm, ,, one, chance, I, can, ,, I, can, change, your, mind, .]",6,21,319
Paul,Okay.,"[Okay, .]",6,21,320
Ross,What?,"[What, ?]",6,21,321
Paul,Okay. I'll give you one chance to change my mind.  You got one minute.,"[Okay, ., I, 'll, give, you, one, chance, to, change, my, mind, .,  , You, got, one, minute, .]",6,21,322
Elizabeth,Daddy!,"[Daddy, !]",6,21,323
Joey,"Oh well, it's not on TV yet.","[Oh, well, ,, it, 's, not, on, TV, yet, .]",6,22,324
The Dry Cleaner,"Well, then it's not on the wall yet.","[Well, ,, then, it, 's, not, on, the, wall, yet, .]",6,22,325
Joey,"Okay, fine, I will bring you a tape, huh?","[Okay, ,, fine, ,, I, will, bring, you, a, tape, ,, huh, ?]",6,22,326
Phoebe,"So umm, now do you have any of Matt Lauer's clothes here? Maybe? Just ones that haven't been cleaned yet?","[So, umm, ,, now, do, you, have, any, of, Matt, Lauer, 's, clothes, here, ?, Maybe, ?, Just, ones, that, have, n't, been, cleaned, yet, ?]",6,22,327
Joey and Chandler,Ooooohh!,"[Ooooohh, !]",1,12,329
Phoebe,"Oh yeah, I'm sure.  And all of a sudden his hands weren't the problem anymore.","[Oh, yeah, ,, I, 'm, sure, .,  , And, all, of, a, sudden, his, hands, were, n't, the, problem, anymore, .]",1,12,330
Monica,Was it...?,"[Was, it, ..., ?]",1,12,331
Phoebe,"Oh, boy scouts could have camped under there.","[Oh, ,, boy, scouts, could, have, camped, under, there, .]",1,12,332
Rachel,"""Ooo,"" what?","["", Ooo, ,, "", what, ?]",1,12,333
Phoebe,Uma Thurman.,"[Uma, Thurman, .]",1,12,334
Monica,Oh!,"[Oh, !]",1,12,335
Ross,The actress!,"[The, actress, !]",1,12,336
Ross,Thanks Rach.,"[Thanks, Rach, .]",1,12,337
Chandler,So what are you gonna do?,"[So, what, are, you, gon, na, do, ?]",1,12,338
Ross,You have to tell her!,"[You, have, to, tell, her, !]",1,12,339
Ross,You have to tell her!,"[You, have, to, tell, her, !]",1,12,340
Ross,"It's your moral obligation, as a friend, as a woman, I think it's a feminist issue!","[It, 's, your, moral, obligation, ,, as, a, friend, ,, as, a, woman, ,, I, think, it, 's, a, feminist, issue, !]",1,12,341
Ross,Guys?,"[Guys, ?]",1,12,342
Ross,Guys?,"[Guys, ?]",1,12,343
Chandler,"Oh, yeah, you have to tell her.","[Oh, ,, yeah, ,, you, have, to, tell, her, .]",1,12,344
Joey,Feminist issue. That's where I went!,"[Feminist, issue, ., That, 's, where, I, went, !]",1,12,345
Phoebe,She is gonna hate me.,"[She, is, gon, na, hate, me, .]",1,12,346
Ross,"Yeah, well...","[Yeah, ,, well, ...]",1,12,347
Chandler,Will you marry me?,"[Will, you, marry, me, ?]",6,24,328
Joey,It's the big night! We wanted to wish you good luck!,"[It, 's, the, big, night, !, We, wanted, to, wish, you, good, luck, !]",6,24,329
Ross,"Yeah, yeah you have the ring?","[Yeah, ,, yeah, you, have, the, ring, ?]",6,24,330
Chandler,"Yeah, right here in my pocket.  Pheebs?","[Yeah, ,, right, here, in, my, pocket, .,  , Pheebs, ?]",6,24,331
Phoebe,Oh! Oop!,"[Oh, !, Oop, !]",6,24,332
Chandler,"Okay, now will you guys get out of here? I want this is to be a surprise and she's gonna know.","[Okay, ,, now, will, you, guys, get, out, of, here, ?, I, want, this, is, to, be, a, surprise, and, she, 's, gon, na, know, .]",6,24,333
Ross,Yeah-yeah you guys. Get out of here!,"[Yeah, -, yeah, you, guys, ., Get, out, of, here, !]",6,24,334
Monica,Hi guys.,"[Hi, guys, .]",6,24,335
Chandler,You are beautiful.,"[You, are, beautiful, .]",6,24,336
Monica,"Oh, thank you!   What's going on?","[Oh, ,, thank, you, !,   , What, 's, going, on, ?]",6,24,337
Rachel,We're just really...very excited about this charity event that we have to go to.,"[We, 're, just, really, ..., very, excited, about, this, charity, event, that, we, have, to, go, to, .]",6,24,338
Rachel,"Okay umm, Ross?","[Okay, umm, ,, Ross, ?]",5,23,339
Rachel,"I'm-I'm really warm, so I'm going to be taking off my sweater.","[I'm, -, I'm, really, warm, ,, so, I, 'm, going, to, be, taking, off, my, sweater, .]",5,23,340
Rachel,"Now, I'm just letting you know that this is","[Now, ,, I, 'm, just, letting, you, know, that, this, is]",5,23,341
Ross,Yep! That's hilarious!,"[Yep, !, That, 's, hilarious, !]",5,23,342
Rachel,I'm sorry. I'm done. I'm done.,"[I, 'm, sorry, ., I, 'm, done, ., I, 'm, done, .]",5,23,343
Ross,"Y'know, last night was embarrassing for you too.","[Y'know, ,, last, night, was, embarrassing, for, you, too, .]",5,23,344
Rachel,"No, not really. I mean you've seen me naked hundreds of times.","[No, ,, not, really, ., I, mean, you, 've, seen, me, naked, hundreds, of, times, .]",5,23,345
Ross,Uh-huh. But it was a first for the rest of my building.,"[Uh, -, huh, ., But, it, was, a, first, for, the, rest, of, my, building, .]",5,23,346
Rachel,"Okay. All right, that's true! But y'know I just don't embarrass that easily.","[Okay, ., All, right, ,, that, 's, true, !, But, y'know, I, just, do, n't, embarrass, that, easily, .]",5,23,347
Ross,What?! You totally get embarrassed!,"[What, ?, !, You, totally, get, embarrassed, !]",5,23,348
Rachel,"No, I don't! Ross, I think I'm just a more secure person than you are.","[No, ,, I, do, n't, !, Ross, ,, I, think, I, 'm, just, a, more, secure, person, than, you, are, .]",5,23,349
Ross,Is that so?,"[Is, that, so, ?]",5,23,350
Rachel,Yeah.,"[Yeah, .]",5,23,351
Ross,Hey lady! I don't care how much you want it! Okay?! I am,"[Hey, lady, !, I, do, n't, care, how, much, you, want, it, !, Okay, ?, !, I, am]",5,23,352
Phoebe,I can't believe it!,"[I, ca, n't, believe, it, !]",7,9,353
Phoebe,I did it!,"[I, did, it, !]",7,9,354
Phoebe,I rode a bike!,"[I, rode, a, bike, !]",7,9,355
Phoebe,I never thought I'd be able to do that!,"[I, never, thought, I, 'd, be, able, to, do, that, !]",7,9,356
Phoebe,Thank you Ross.,"[Thank, you, Ross, .]",7,9,357
Ross,"Oh hey, don't thank me, thank yourself. You're the one who faced her fears and ultimately overcame them.","[Oh, hey, ,, do, n't, thank, me, ,, thank, yourself, ., You, 're, the, one, who, faced, her, fears, and, ultimately, overcame, them, .]",7,9,358
Ross,"Hey, both you guys should be up there with me.","[Hey, ,, both, you, guys, should, be, up, there, with, me, .]",4,22,362
Ross,"I mean, you two are-are my... I mean, I'm lucky to have just one good","[I, mean, ,, you, two, are, -, are, my, ..., I, mean, ,, I, 'm, lucky, to, have, just, one, good]",4,22,363
Chandler,Thanks man.,"[Thanks, man, .]",4,22,364
Joey,I gotta go check something over here.,"[I, got, ta, go, check, something, over, here, .]",4,22,365
Chandler,What a baby.,"[What, a, baby, .]",4,22,366
Ross,Total wuss!,"[Total, wuss, !]",4,22,367
Monica,"Okay, we have a lot of options here, a number of prototypes for you to try on.","[Okay, ,, we, have, a, lot, of, options, here, ,, a, number, of, prototypes, for, you, to, try, on, .]",7,19,391
Joey,Wow! This looks great!,"[Wow, !, This, looks, great, !]",7,19,392
Monica,"Yeah! Okay, this one is a mushroom cap.  Umm, this one is made of bologna.","[Yeah, !, Okay, ,, this, one, is, a, mushroom, cap, .,  , Umm, ,, this, one, is, made, of, bologna, .]",7,19,393
Joey,And-and-and-and-and the toothpicks?,"[And, -, and, -, and, -, and, -, and, the, toothpicks, ?]",7,19,394
Monica,You kissed another woman!,"[You, kissed, another, woman, !]",8,2,395
Chandler,Call it even?!,"[Call, it, even, ?, !]",8,2,396
Monica,Okay!,"[Okay, !]",8,2,397
Ross,"Well, I'm gonna go get these  in some water.","[Well, ,, I, 'm, gon, na, go, get, these,  , in, some, water, .]",8,2,398
Phoebe,Wait you stole those from these people's wedding?,"[Wait, you, stole, those, from, these, people, 's, wedding, ?]",8,2,399
Ross,"No-no, I took them from the hotel lobby.","[No, -, no, ,, I, took, them, from, the, hotel, lobby, .]",8,2,400
Ross,"Yeah, they think they can charge me for some dirty movie and a bag of Mashuga nuts, they got another think coming.","[Yeah, ,, they, think, they, can, charge, me, for, some, dirty, movie, and, a, bag, of, Mashuga, nuts, ,, they, got, another, think, coming, .]",8,2,401
Ross,Hey!,"[Hey, !]",8,2,402
Ross,My sweater!,"[My, sweater, !]",8,2,403
Ross,I've been looking for this for like a month!,"[I, 've, been, looking, for, this, for, like, a, month, !]",8,2,404
Phoebe,Oh my God!!,"[Oh, my, God, !, !]",8,2,405
Joey,Oh my God!,"[Oh, my, God, !]",8,2,406
Kate,Happy?! Is that what I'm supposed to be Vic? Happy?,"[Happy, ?, !, Is, that, what, I, 'm, supposed, to, be, Vic, ?, Happy, ?]",3,19,407
Joey,"Well, why don't you tell me what you're supposed to be!","[Well, ,, why, do, n't, you, tell, me, what, you, 're, supposed, to, be, !]",3,19,408
Joey,Huh?,"[Huh, ?]",3,19,409
Joey,Because I sure as hell can't figure it out!,"[Because, I, sure, as, hell, ca, n't, figure, it, out, !]",3,19,410
Joey,I talk to you and nothin'.,"[I, talk, to, you, and, nothin', .]",3,19,411
Joey,"You look at me, and it's nothin'.","[You, look, at, me, ,, and, it, 's, nothin', .]",3,19,412
Joey,Nothing.,"[Nothing, .]",3,19,413
The Director,"Tasty! I'm really starting to feel like you guys have a history, it's-it's nice.","[Tasty, !, I, 'm, really, starting, to, feel, like, you, guys, have, a, history, ,, it's, -, it, 's, nice, .]",3,19,414
Kate,I have a question about this scene.,"[I, have, a, question, about, this, scene, .]",3,19,415
The Director,Yes?,"[Yes, ?]",3,19,416
Kate,"Well, I don't understand why Adrienne's attracted to Victor.","[Well, ,, I, do, n't, understand, why, Adrienne, 's, attracted, to, Victor, .]",3,19,417
